author,statement,source,date,label,BinaryTarget
Louis Jacobson,"""The cost of an automobile, it's kind of back to what it was before the pandemic.""",Joe Biden,22-Jul-21,FALSE,0
Jason Asenso,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,Facebook posts,20-Jul-21,Pants Fire,0
Emily Tian,"Referring to a destroyed brick mural of George Floyd, said it’s highly unusual for a brick wall to be destroyed by lightning.",Donald Trump Jr.,16-Jul-21,FALSE,0
Emily Tian,“Coca-Cola has lost $4 bil in market value as people are boycotting Coke for their ‘try to be less White’ statement.”,Facebook posts,25-Jun-21,FALSE,0
Amy Sherman,“This week the military was moving big equipment into the major big cities preparing for the Maricopa audit results.”,Facebook posts,22-Jul-21,FALSE,0
Tom Kertscher,Says Joe Biden and Kamala Harris distrusted COVID-19 vaccines.,TikTok posts,16-Jun-21,FALSE,0
Jon Greenberg,"""Income taxes are voluntary.""",Facebook posts,20-Jul-21,Pants Fire,0
Brandon Mulder,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,Texas GOP,20-Jul-21,Pants Fire,0
Gabrielle Settles,The coronavirus can’t be so dangerous because there are no biohazard bins for COVID-19 masks and gloves.,Facebook posts,11-Jul-20,FALSE,0
Louis Jacobson,"“Ten thousand people have recently died. 9,950 of them, thereabouts, are people who hadn’t been vaccinated.""",Joe Biden,21-Jul-21,Mostly True,1
Jon Greenberg,“President Biden says he wants to ban handguns.”,House Republicans,21-Jul-21,FALSE,0
Amy Sherman,“You’re not going to get COVID if you have these vaccinations.”,Joe Biden,21-Jul-21,Half True,1
Natalie Dunlap,"“In South Dakota, I’m putting prayer back in our schools.”",Kristi Noem,16-Jul-21,FALSE,0
Tom Kertscher,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",Viral image,21-Jul-21,Pants Fire,0
Monique Curet,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",Instagram posts,20-Jul-21,Pants Fire,0
Kelsey Sena Tamakloe,“Americans not vaccinated before 2022 will be put in camps”,Instagram posts,20-Jul-21,Pants Fire,0
Warren Fiske,“Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.”,Bobby  Scott,12-Jul-21,FALSE,0
Tom Kertscher,"“If the shot actually saved lives, they’d be priced so high that you literally could not afford them, you know like insulin.”",Viral image,16-Jul-21,FALSE,0
Jon Greenberg,Questions about whether she’s been vaccinated are “a violation of my HIPAA rights.”,Marjorie Taylor Greene,20-Jul-21,FALSE,0
Ciara O'Rourke,“Canada prohibits all vaxxed pilots from flying.”,Bloggers,11-Jul-21,FALSE,0
Ciara O'Rourke,Ex-AARP members wrote this letter criticizing the “Biden Regime.”,Facebook posts,18-Jul-21,Barely True,0
Ciara O'Rourke,Photo shows people protesting against “vaccine tyranny” in France.,Viral image,19-Jul-21,FALSE,0
Madison Czopek,“You must give EVERY PENNY” of the advance child tax credit payments back when you file your 2021 taxes.,X posts,15-Jul-21,Barely True,0
Tom Kertscher,"“Unvaccinated, you can get COVID and have over 99% chance of survival. Get vaccinated and you can still get COVID and will still have over 99% chance of survival.”",Tomi Lahren,18-Jul-21,Barely True,0
Ciara O'Rourke,Five JetBlue pilots died from the COVID-19 vaccine.,Facebook posts,17-Jul-21,FALSE,0
Jon Greenberg,Says “Jeff Bezos will put 300 (metric tons) of carbon into the atmosphere for 180 seconds in space.”,X posts,20-Jul-21,FALSE,0
Ciara O'Rourke,“Some of you are being injected with saline because it would look too suspicious if everybody died at the same time.”,Viral image,18-Jul-21,FALSE,0
Laura Schulte,"“A farm with 2,500 dairy cattle is similar in waste load to a city of 411,000 people.”",Jill Karofsky,8-Jul-21,FALSE,0
Tom Kertscher,Says Donald Trump “won Arizona.”,Viral image,17-Jul-21,FALSE,0
Ciara O'Rourke,Says Kayleigh McEnany is John F. Kennedy Jr.’s daughter.,Viral image,15-Jul-21,FALSE,0
Bill McCarthy,"“It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.”",Tucker Carlson,14-Jul-21,FALSE,0
Kiannah Sepeda-Miller,"“You may be 55 years old in [Illinois] and a citizen and not eligible for Medicaid. But if you are an undocumented immigrant and 55 or older, you’re eligible for Medicaid.”",Terri Bryant,13-Jul-21,FALSE,0
Tom Kertscher,"In the 2020 presidential election, “4,255 ballots in Fulton County, Georgia,  were scanned multiple times” and “3,390 went to Biden.”",Facebook posts,13-Jul-21,FALSE,0
Tom Kertscher,"""Biden concedes 6 million votes.""",Facebook posts,15-Jul-21,Pants Fire,0
Kelsey Sena Tamakloe,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",X posts,17-Jul-21,Pants Fire,0
Andy Nguyen,"Photo shows an electric car charging station that uses ""12 gallons of diesel fuel per hour, and it takes three hours to fully charge a car to get 200 miles. That's 36 gallons for 200 miles. 5.6 mpg.""",Facebook posts,11-Jul-21,FALSE,0
Gabrielle Settles,U.S. sanctions mean “Cuba can’t trade with any country or any company whatsoever.”,Facebook posts,12-Jul-21,FALSE,0
Ciara O'Rourke,A car flooded in Germany had a sticker critical of Greta Thunberg.,Viral image,17-Jul-21,FALSE,0
Tom Kertscher,"Says that in the 2020 presidential election in Maricopa County, Ariz., ""74,243 mail-in ballots were counted with 'no clear record of them being sent.'""",Donald Trump,15-Jul-21,FALSE,0
Kelsey Sena Tamakloe,Protest video shows “resistance” to “President Macron’s plan for mandatory COVID vaccinations of all French citizens.”,Facebook posts,14-Jul-21,FALSE,0
Katie Sanders,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,Viral image,15-Jul-21,Pants Fire,0
Brandon Mulder,"""There is clear legal authority to handcuff and put in leg irons legislators that are trying to stop the legislature from being able to do business.""",Ted Cruz,13-Jul-21,FALSE,0
Sasha Hupka,"“Newly obtained emails show UCSF harvesting the clitorises, testicles and penises of murdered babies.”",Facebook posts,6-Jul-21,FALSE,0
Monique Curet,Headlines show CNN published contradictory reports about hydroxychloroquine in 2020.,Facebook posts,10-Jul-21,FALSE,0
Tom Kertscher,"""The government will be infiltrating” personal text messages.",Facebook posts,14-Jul-21,FALSE,0
Amy Sherman,"New and proposed state laws on voting mean “if you are going to be standing in that line for all those hours, you can’t have any water or any food.”",Kamala Harris,9-Jul-21,Barely True,0
Kelsey Sena Tamakloe,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",Facebook posts,15-Jul-21,Pants Fire,0
Jason Asenso,Federal agents are going “door-to-door coercing people to be injected with experimental drugs.”,Instagram posts,10-Jul-21,Barely True,0
Monique Curet,Carbon dioxide “is not a problem. The Earth has more than enough land and ocean plant life to metabolize it.”,Facebook posts,10-Jul-21,FALSE,0
Paul Specht,Says “showing up at the front doors of people’s houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.”,Mark Robinson,9-Jul-21,FALSE,0
Tom Kertscher,"Says in February Facebook post that ""Britney won.""",Facebook posts,11-Feb-21,Barely True,0
Kelsey Sena Tamakloe,“BREAKING: Pennsylvania initiated a FULL audit of the RIGGED ELECTION”,Facebook posts,7-Jul-21,FALSE,0
Paul Specht,“Over 75% of (North Carolina) supports medical marijuana.”,Wiley Nickel,30-Jun-21,Half True,1
Samantha Putterman,A bodyguard of a high-ranking Democrat in Congress fired the shot that killed Ashli Babbitt on Jan. 6.,Facebook posts,11-Jul-21,FALSE,0
Gabrielle Settles,“There were no guns whatsoever” at the Capitol riot on Jan. 6.,Donald Trump,11-Jul-21,FALSE,0
Louis Jacobson,"""In 2020, more people voted in America than ever in the history of America, in the middle of a once-in-a-century pandemic.""",Joe Biden,13-Jul-21,Mostly True,1
Ciara O'Rourke,Says CNN reported that Joe Biden authorized “a U.S. intervention in Haiti after the assassination of President Jovenel Moïse.”,Viral image,8-Jul-21,FALSE,0
Samantha Putterman,Says this crowd video shows the ongoing protests in Cuba.,X posts,11-Jul-21,FALSE,0
Ciara O'Rourke,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,Viral image,7-Jul-21,Pants Fire,0
Tom Kertscher,Says Facebook imposes a 7% limit on a user’s sharing.,Viral image,20-Jun-20,FALSE,0
Samantha Putterman,"Haiti, Tanzania and Madagascar refused the COVID-19 vaccines and now all three of their presidents have died unexpectedly.",Facebook posts,11-Jul-21,FALSE,0
Ciara O'Rourke,“Lauren Boebert received a PPP loan for her restaurant.”,Facebook posts,11-Jul-21,FALSE,0
Kelsey Sena Tamakloe,"The number of children in seven countries “missing so far this year” range from 20,000 to 460,000.",Instagram posts,8-Jul-21,FALSE,0
Emily Tian,Sudden Infant Death Syndrome “is absolutely a side effect of vaccination.”,Instagram posts,29-Jun-21,FALSE,0
Samantha Putterman,A study found an “82% miscarriage rate” among women between 30 days and 20 weeks pregnant who got an mRNA COVID-19 vaccine.,Facebook posts,6-Jul-21,FALSE,0
Jason Asenso,"“In a now deleted Telegram post, former President Trump congratulated the Navy Seals on a ‘perfect beautiful whack’"" in Haiti.",Instagram posts,7-Jul-21,FALSE,0
Louis Jacobson,"“We have now created over 3 million jobs since I took office, more jobs than have ever been created in the first five months of any presidency in modern history.”",Joe Biden,2-Jul-21,Half True,1
Jon Greenberg,"""Crime is escalating to a level we haven’t seen in decades as a direct result of Democrats’ defund the police movement and Biden-Harris open-border policies.""",Republican National Committee,29-Jun-21,FALSE,0
Samantha Putterman,"News organizations and sponsors ignored the accomplishments of Kim Rhode, a six-time Olympic medalist, because of her support of the Second Amendment.",Facebook posts,30-Jun-21,FALSE,0
Andy Nguyen,"If COVID-19 was real, the Duke and Duchess of Cambridge wouldn’t have been “allowed to join 50,000 other football fans inside a stadium.""",Instagram posts,6-Jul-21,FALSE,0
Ciara O'Rourke,Says Alexandria Ocasio-Cortez compared smoking marijuana and transgender women in the Olympics.,Viral image,6-Jul-21,FALSE,0
Ciara O'Rourke,A Canadian mayor said Muslims must integrate after they “demanded removal of pork in all school canteens in Montreal.”,Facebook posts,4-Jul-21,FALSE,0
Tom Kertscher,"""Records suggest more than 100 batches of absentee ballots in Fulton County could be missing.""",Just the News,17-Jun-21,FALSE,0
Brandon Mulder,"“In Texas, the power companies have automatically raised the temperature of people's thermostats in the middle of a heatwave without their permission.""",Tucker Carlson,28-Jun-21,FALSE,0
Bill McCarthy,"“We know most of our forefathers, all of our main Founding Fathers were against slavery, recognized the evils of it.”",Kayleigh McEnany,6-Jul-21,Barely True,0
Emily Tian,Charcoal activated tablets “will counteract most date rape drugs.”,Facebook posts,4-Sep-19,FALSE,0
Madeline Heim,“Wisconsin is 49th in public health spending.”,Jon Erpenbach,15-Jun-21,Half True,1
Gabrielle Settles,"Says George Floyd died ""because he had a system full of fentanyl and meth,"" and “beat women and held guns to their pregnant bellies.”",Facebook posts,2-Jul-21,FALSE,0
Steven Rascón,“San Francisco Allowing Children to ‘Consent’ to Covid Vaccine Without Parents Approval.”,Facebook posts,27-May-21,Barely True,0
Louis Jacobson,"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that.""",Donald Trump,7-Jul-21,FALSE,0
Ciara O'Rourke,“Facebook said that if you support the NRA you will get kicked off.”,Facebook posts,2-Jul-21,FALSE,0
Michael Majchrowicz,Jill Biden implied the COVID-19 pandemic was planned.,Instagram posts,28-Jun-21,FALSE,0
Ciara O'Rourke,Says the Wyoming State Parks Department said it “discovered what looks like a giant root system stemming from the base of the Devils Tower.”,Facebook posts,6-Jul-21,FALSE,0
Tom Kertscher,"The Pfizer COVID-19 vaccine is ""99% graphene oxide,"" which is ""toxic to the human body and causes a number of problems.",Facebook posts,7-Jul-21,FALSE,0
Tom Kertscher,Four pharmaceutical companies have questionable track records that suggest their COVID-19 vaccines aren’t safe.,Instagram posts,30-Jun-21,Half True,1
Andy Nguyen,Three white former police officers were sentenced to less prison time — combined — for killing three Black people than a Black man was for selling marijuana.,Instagram posts,27-Jun-21,Half True,1
Tom Kertscher,"""President Trump's net gain while in office $0, Nancy Pelosi's net gain while in office $191 million.""",Instagram posts,22-Jun-21,Half True,1
Ciara O'Rourke,Says Nancy Pelosi “won’t let Capitol police testify about what happened Jan. 6.”,Facebook posts,4-Jul-21,FALSE,0
Tom Kertscher,The delta variant of the coronavirus “is approximately 19 times less deadly.”,Instagram posts,1-Jul-21,Barely True,0
